Functions
Variables
Definitions
NumpyModel
Initialize the trainer
Dataset

Training ..
Epoch 1:    train/loss: 1.1167   valid/loss: 1.0411   train/acc: 0.5824   valid/acc: 0.4737
Epoch 64:   train/loss: 0.1415   valid/loss: 0.3101   train/acc: 0.9670   valid/acc: 0.8421
Epoch 65:   train/loss: 0.1273   valid/loss: 0.3071   train/acc: 0.9560   valid/acc: 0.8421
Epoch 66:   train/loss: 0.0538   valid/loss: 0.3048   train/acc: 0.9890   valid/acc: 0.8421
Epoch 67:   train/loss: 0.0292   valid/loss: 0.3016   train/acc: 0.9890   valid/acc: 0.8421
Epoch 68:   train/loss: 0.0299   valid/loss: 0.3130   train/acc: 0.9890   valid/acc: 0.8421
Epoch 69:   train/loss: 0.0241   valid/loss: 0.3070   train/acc: 0.9780   valid/acc: 0.8421
Epoch 70:   train/loss: 0.4369   valid/loss: 0.3005   train/acc: 0.9780   valid/acc: 0.8421
Epoch 71:   train/loss: 0.1047   valid/loss: 0.2938   train/acc: 0.9670   valid/acc: 0.8421
Epoch 72:   train/loss: 0.1669   valid/loss: 0.3058   train/acc: 0.9890   valid/acc: 0.8421
Epoch 73:   train/loss: 0.0320   valid/loss: 0.2745   train/acc: 0.9890   valid/acc: 0.8421
Epoch 74:   train/loss: 0.0695   valid/loss: 0.2759   train/acc: 0.9890   valid/acc: 0.8421
Epoch 75:   train/loss: 0.0105   valid/loss: 0.2839   train/acc: 0.9890   valid/acc: 0.8421
Epoch 76:   train/loss: 0.0632   valid/loss: 0.2920   train/acc: 0.9890   valid/acc: 0.8421
Epoch 77:   train/loss: 0.0268   valid/loss: 0.2922   train/acc: 0.9890   valid/acc: 0.8421
Epoch 78:   train/loss: 0.0406   valid/loss: 0.3135   train/acc: 0.9780   valid/acc: 0.8421
Epoch 79:   train/loss: 0.0828   valid/loss: 0.3054   train/acc: 0.9670   valid/acc: 0.8421
Epoch 80:   train/loss: 0.0902   valid/loss: 0.3022   train/acc: 0.9890   valid/acc: 0.8421
Epoch 81:   train/loss: 0.0917   valid/loss: 0.3047   train/acc: 0.9890   valid/acc: 0.8421
Epoch 82:   train/loss: 0.0187   valid/loss: 0.3000   train/acc: 0.9890   valid/acc: 0.8421
Epoch 83:   train/loss: 0.0252   valid/loss: 0.2904   train/acc: 0.9890   valid/acc: 0.8421
Epoch 84:   train/loss: 0.0529   valid/loss: 0.2842   train/acc: 0.9780   valid/acc: 0.8947
Epoch 85:   train/loss: 0.3941   valid/loss: 0.2791   train/acc: 0.9890   valid/acc: 0.8947
Epoch 86:   train/loss: 0.3480   valid/loss: 0.2807   train/acc: 0.9890   valid/acc: 0.8421
Epoch 87:   train/loss: 0.0289   valid/loss: 0.2761   train/acc: 0.9890   valid/acc: 0.8947
Epoch 88:   train/loss: 0.0173   valid/loss: 0.2673   train/acc: 0.9890   valid/acc: 0.8421
Epoch 89:   train/loss: 0.0575   valid/loss: 0.2649   train/acc: 0.9780   valid/acc: 0.8947
Epoch 90:   train/loss: 0.0279   valid/loss: 0.2591   train/acc: 0.9780   valid/acc: 0.8947
Epoch 91:   train/loss: 0.0333   valid/loss: 0.2548   train/acc: 0.9890   valid/acc: 0.8947
Epoch 92:   train/loss: 0.0254   valid/loss: 0.2537   train/acc: 0.9890   valid/acc: 0.8947
Epoch 93:   train/loss: 0.0181   valid/loss: 0.2540   train/acc: 0.9780   valid/acc: 0.8947
Epoch 94:   train/loss: 0.0565   valid/loss: 0.2368   train/acc: 0.9890   valid/acc: 0.8947
Epoch 95:   train/loss: 0.0156   valid/loss: 0.2377   train/acc: 0.9890   valid/acc: 0.8947
Epoch 96:   train/loss: 0.0374   valid/loss: 0.2348   train/acc: 0.9890   valid/acc: 0.8947
Epoch 97:   train/loss: 0.1453   valid/loss: 0.2305   train/acc: 0.9780   valid/acc: 0.8947
Epoch 98:   train/loss: 0.0385   valid/loss: 0.2223   train/acc: 0.9890   valid/acc: 0.8947
Epoch 99:   train/loss: 0.0552   valid/loss: 0.2190   train/acc: 0.9890   valid/acc: 0.8947
Epoch 100:  train/loss: 0.0456   valid/loss: 0.2154   train/acc: 0.9890   valid/acc: 0.8947
Epoch 101:  train/loss: 0.0620   valid/loss: 0.2171   train/acc: 0.9890   valid/acc: 0.8947
Epoch 102:  train/loss: 0.1588   valid/loss: 0.2263   train/acc: 0.9890   valid/acc: 0.8947
Epoch 103:  train/loss: 0.4574   valid/loss: 0.2205   train/acc: 0.9890   valid/acc: 0.8947
Epoch 104:  train/loss: 0.4532   valid/loss: 0.2203   train/acc: 0.9890   valid/acc: 0.8947
Epoch 105:  train/loss: 0.0522   valid/loss: 0.2160   train/acc: 0.9780   valid/acc: 0.8947
Epoch 106:  train/loss: 0.0089   valid/loss: 0.2198   train/acc: 0.9890   valid/acc: 0.8947
Epoch 107:  train/loss: 0.1433   valid/loss: 0.2194   train/acc: 0.9780   valid/acc: 0.8947
Epoch 108:  train/loss: 0.0180   valid/loss: 0.2256   train/acc: 0.9890   valid/acc: 0.8947
Epoch 109:  train/loss: 0.0321   valid/loss: 0.2314   train/acc: 0.9890   valid/acc: 0.8947
Epoch 110:  train/loss: 0.0274   valid/loss: 0.2319   train/acc: 0.9890   valid/acc: 0.8947
Epoch 111:  train/loss: 0.0460   valid/loss: 0.2349   train/acc: 0.9890   valid/acc: 0.8947
Epoch 112:  train/loss: 0.0506   valid/loss: 0.2342   train/acc: 0.9890   valid/acc: 0.8947
Epoch 113:  train/loss: 0.0402   valid/loss: 0.2402   train/acc: 0.9890   valid/acc: 0.8947
Epoch 114:  train/loss: 0.0270   valid/loss: 0.2373   train/acc: 0.9890   valid/acc: 0.8947
Epoch 115:  train/loss: 0.1683   valid/loss: 0.2424   train/acc: 0.9780   valid/acc: 0.8947
Epoch 116:  train/loss: 0.0807   valid/loss: 0.2373   train/acc: 0.9780   valid/acc: 0.8947
Epoch 117:  train/loss: 0.0200   valid/loss: 0.2302   train/acc: 0.9780   valid/acc: 0.8947
Epoch 118:  train/loss: 0.0435   valid/loss: 0.2319   train/acc: 0.9890   valid/acc: 0.8947
Epoch 119:  train/loss: 0.0131   valid/loss: 0.2262   train/acc: 0.9780   valid/acc: 0.8947
Epoch 120:  train/loss: 0.0135   valid/loss: 0.2311   train/acc: 0.9890   valid/acc: 0.8947

Training completed!

* Test Results *
------------------------------
Accuracy: 50.00%
------------------------------
