Functions
Definitions
NumpyModel
Initialize the trainer
Dataset

Training ..
2024-08-31 15:39:48.343733: E external/xla/xla/service/slow_operation_alarm.cc:133] The operation took 2m23.539998s

********************************
[Compiling module jit_diagram_output] Slow compile? XLA was built without compiler optimizations, which can be slow. Try rebuilding with -c opt.
********************************
Epoch 1:    train/loss: 1.1168   valid/loss: 1.0411   train/acc: 0.5824   valid/acc: 0.4737
Epoch 62:   train/loss: 0.0562   valid/loss: 0.3243   train/acc: 0.9890   valid/acc: 0.8421
Epoch 63:   train/loss: 0.0116   valid/loss: 0.3151   train/acc: 0.9560   valid/acc: 0.8421
Epoch 64:   train/loss: 0.1409   valid/loss: 0.3116   train/acc: 0.9670   valid/acc: 0.8421
Epoch 65:   train/loss: 0.1273   valid/loss: 0.3086   train/acc: 0.9560   valid/acc: 0.8421
Epoch 66:   train/loss: 0.0537   valid/loss: 0.3063   train/acc: 0.9890   valid/acc: 0.8421
Epoch 67:   train/loss: 0.0289   valid/loss: 0.3032   train/acc: 0.9890   valid/acc: 0.8421
Epoch 68:   train/loss: 0.0300   valid/loss: 0.3144   train/acc: 0.9890   valid/acc: 0.8421
Epoch 69:   train/loss: 0.0240   valid/loss: 0.3084   train/acc: 0.9780   valid/acc: 0.8421
Epoch 70:   train/loss: 0.4371   valid/loss: 0.3020   train/acc: 0.9780   valid/acc: 0.8421
Epoch 71:   train/loss: 0.1048   valid/loss: 0.2955   train/acc: 0.9670   valid/acc: 0.8421
Epoch 72:   train/loss: 0.1668   valid/loss: 0.3074   train/acc: 0.9890   valid/acc: 0.8421
Epoch 73:   train/loss: 0.0319   valid/loss: 0.2761   train/acc: 0.9890   valid/acc: 0.8421
Epoch 74:   train/loss: 0.0694   valid/loss: 0.2775   train/acc: 0.9890   valid/acc: 0.8421
Epoch 75:   train/loss: 0.0105   valid/loss: 0.2855   train/acc: 0.9890   valid/acc: 0.8421
Epoch 76:   train/loss: 0.0632   valid/loss: 0.2935   train/acc: 0.9890   valid/acc: 0.8421
Epoch 77:   train/loss: 0.0269   valid/loss: 0.2938   train/acc: 0.9890   valid/acc: 0.8421
Epoch 78:   train/loss: 0.0406   valid/loss: 0.3151   train/acc: 0.9780   valid/acc: 0.8421
Epoch 79:   train/loss: 0.0827   valid/loss: 0.3069   train/acc: 0.9670   valid/acc: 0.8421
Epoch 80:   train/loss: 0.0903   valid/loss: 0.3037   train/acc: 0.9890   valid/acc: 0.8421
Epoch 81:   train/loss: 0.0910   valid/loss: 0.3064   train/acc: 0.9890   valid/acc: 0.8421
Epoch 82:   train/loss: 0.0186   valid/loss: 0.3018   train/acc: 0.9890   valid/acc: 0.8421
Epoch 83:   train/loss: 0.0249   valid/loss: 0.2921   train/acc: 0.9890   valid/acc: 0.8421
Epoch 84:   train/loss: 0.0532   valid/loss: 0.2857   train/acc: 0.9780   valid/acc: 0.8947
Epoch 85:   train/loss: 0.3941   valid/loss: 0.2805   train/acc: 0.9890   valid/acc: 0.8947
Epoch 86:   train/loss: 0.3487   valid/loss: 0.2820   train/acc: 0.9890   valid/acc: 0.8421
Epoch 87:   train/loss: 0.0287   valid/loss: 0.2774   train/acc: 0.9890   valid/acc: 0.8421
Epoch 88:   train/loss: 0.0173   valid/loss: 0.2685   train/acc: 0.9890   valid/acc: 0.8421
Epoch 89:   train/loss: 0.0570   valid/loss: 0.2661   train/acc: 0.9780   valid/acc: 0.8947
Epoch 90:   train/loss: 0.0278   valid/loss: 0.2600   train/acc: 0.9780   valid/acc: 0.8947
Epoch 91:   train/loss: 0.0335   valid/loss: 0.2556   train/acc: 0.9890   valid/acc: 0.8947
Epoch 92:   train/loss: 0.0253   valid/loss: 0.2546   train/acc: 0.9890   valid/acc: 0.8947
Epoch 93:   train/loss: 0.0179   valid/loss: 0.2551   train/acc: 0.9780   valid/acc: 0.8947
Epoch 94:   train/loss: 0.0565   valid/loss: 0.2370   train/acc: 0.9890   valid/acc: 0.8947
Epoch 95:   train/loss: 0.0155   valid/loss: 0.2380   train/acc: 0.9890   valid/acc: 0.8947
Epoch 96:   train/loss: 0.0370   valid/loss: 0.2350   train/acc: 0.9890   valid/acc: 0.8947
Epoch 97:   train/loss: 0.1485   valid/loss: 0.2299   train/acc: 0.9780   valid/acc: 0.8947
Epoch 98:   train/loss: 0.0385   valid/loss: 0.2218   train/acc: 0.9890   valid/acc: 0.8947
Epoch 99:   train/loss: 0.0547   valid/loss: 0.2184   train/acc: 0.9890   valid/acc: 0.8947
Epoch 100:  train/loss: 0.0452   valid/loss: 0.2149   train/acc: 0.9890   valid/acc: 0.8947
Epoch 101:  train/loss: 0.0617   valid/loss: 0.2166   train/acc: 0.9890   valid/acc: 0.8947
Epoch 102:  train/loss: 0.1573   valid/loss: 0.2257   train/acc: 0.9890   valid/acc: 0.8947
Epoch 103:  train/loss: 0.4586   valid/loss: 0.2199   train/acc: 0.9890   valid/acc: 0.8947
Epoch 104:  train/loss: 0.4547   valid/loss: 0.2196   train/acc: 0.9890   valid/acc: 0.8947
Epoch 105:  train/loss: 0.0522   valid/loss: 0.2155   train/acc: 0.9780   valid/acc: 0.8947
Epoch 106:  train/loss: 0.0088   valid/loss: 0.2195   train/acc: 0.9890   valid/acc: 0.8947
Epoch 107:  train/loss: 0.1389   valid/loss: 0.2190   train/acc: 0.9780   valid/acc: 0.8947
Epoch 108:  train/loss: 0.0179   valid/loss: 0.2253   train/acc: 0.9890   valid/acc: 0.8947
Epoch 109:  train/loss: 0.0318   valid/loss: 0.2311   train/acc: 0.9890   valid/acc: 0.8947
Epoch 110:  train/loss: 0.0272   valid/loss: 0.2316   train/acc: 0.9890   valid/acc: 0.8947
Epoch 111:  train/loss: 0.0458   valid/loss: 0.2346   train/acc: 0.9890   valid/acc: 0.8947
Epoch 112:  train/loss: 0.0500   valid/loss: 0.2340   train/acc: 0.9890   valid/acc: 0.8947
Epoch 113:  train/loss: 0.0399   valid/loss: 0.2401   train/acc: 0.9890   valid/acc: 0.8947
Epoch 114:  train/loss: 0.0270   valid/loss: 0.2373   train/acc: 0.9890   valid/acc: 0.8947
Epoch 115:  train/loss: 0.1742   valid/loss: 0.2425   train/acc: 0.9780   valid/acc: 0.8947
Epoch 116:  train/loss: 0.0841   valid/loss: 0.2374   train/acc: 0.9780   valid/acc: 0.8947
Epoch 117:  train/loss: 0.0198   valid/loss: 0.2302   train/acc: 0.9780   valid/acc: 0.8947
Epoch 118:  train/loss: 0.0432   valid/loss: 0.2319   train/acc: 0.9890   valid/acc: 0.8947
Epoch 119:  train/loss: 0.0130   valid/loss: 0.2261   train/acc: 0.9780   valid/acc: 0.8947
Epoch 120:  train/loss: 0.0134   valid/loss: 0.2310   train/acc: 0.9890   valid/acc: 0.8947

Training completed!


* Test Results *
------------------------------
Accuracy: 50.00%
------------------------------
