Functions
Definitions
NumpyModel
Initialize the trainer
Dataset

Training ..
Epoch 1:    train/loss: 1.1168   valid/loss: 1.0411   train/acc: 0.5824   valid/acc: 0.4737
Epoch 60:   train/loss: 0.0381   valid/loss: 0.3411   train/acc: 0.9780   valid/acc: 0.8421
Epoch 61:   train/loss: 0.0641   valid/loss: 0.3397   train/acc: 0.9890   valid/acc: 0.8421
Epoch 62:   train/loss: 0.0609   valid/loss: 0.3340   train/acc: 0.9890   valid/acc: 0.8421
Epoch 63:   train/loss: 0.0116   valid/loss: 0.3206   train/acc: 0.9560   valid/acc: 0.8421
Epoch 64:   train/loss: 0.1106   valid/loss: 0.3178   train/acc: 0.9780   valid/acc: 0.8421
Epoch 65:   train/loss: 0.1274   valid/loss: 0.3151   train/acc: 0.9560   valid/acc: 0.8421
Epoch 66:   train/loss: 0.0565   valid/loss: 0.3102   train/acc: 0.9780   valid/acc: 0.8421
Epoch 67:   train/loss: 0.0339   valid/loss: 0.3064   train/acc: 0.9890   valid/acc: 0.8421
Epoch 68:   train/loss: 0.0294   valid/loss: 0.3173   train/acc: 0.9890   valid/acc: 0.8421
Epoch 69:   train/loss: 0.0239   valid/loss: 0.3094   train/acc: 0.9780   valid/acc: 0.8421
Epoch 70:   train/loss: 0.4356   valid/loss: 0.3013   train/acc: 0.9780   valid/acc: 0.8421
Epoch 71:   train/loss: 0.0965   valid/loss: 0.2977   train/acc: 0.9780   valid/acc: 0.8421
Epoch 72:   train/loss: 0.1878   valid/loss: 0.3116   train/acc: 0.9780   valid/acc: 0.8421
Epoch 73:   train/loss: 0.0333   valid/loss: 0.2764   train/acc: 0.9890   valid/acc: 0.8421
Epoch 74:   train/loss: 0.0628   valid/loss: 0.2796   train/acc: 0.9890   valid/acc: 0.8421
Epoch 75:   train/loss: 0.0111   valid/loss: 0.2899   train/acc: 0.9890   valid/acc: 0.8421
Epoch 76:   train/loss: 0.0628   valid/loss: 0.2955   train/acc: 0.9890   valid/acc: 0.8421
Epoch 77:   train/loss: 0.0253   valid/loss: 0.2944   train/acc: 0.9890   valid/acc: 0.8421
Epoch 78:   train/loss: 0.0419   valid/loss: 0.3124   train/acc: 0.9780   valid/acc: 0.8421
Epoch 79:   train/loss: 0.0807   valid/loss: 0.3018   train/acc: 0.9670   valid/acc: 0.8421
Epoch 80:   train/loss: 0.0855   valid/loss: 0.2978   train/acc: 0.9890   valid/acc: 0.8421
Epoch 81:   train/loss: 0.0840   valid/loss: 0.2993   train/acc: 0.9890   valid/acc: 0.8421
Epoch 82:   train/loss: 0.0176   valid/loss: 0.2939   train/acc: 0.9890   valid/acc: 0.8421
Epoch 83:   train/loss: 0.0238   valid/loss: 0.2807   train/acc: 0.9780   valid/acc: 0.8421
Epoch 84:   train/loss: 0.0529   valid/loss: 0.2758   train/acc: 0.9780   valid/acc: 0.8421
Epoch 85:   train/loss: 0.4074   valid/loss: 0.2736   train/acc: 0.9890   valid/acc: 0.8421
Epoch 86:   train/loss: 0.3614   valid/loss: 0.2764   train/acc: 0.9890   valid/acc: 0.8421
Epoch 87:   train/loss: 0.0276   valid/loss: 0.2736   train/acc: 0.9890   valid/acc: 0.8421
Epoch 88:   train/loss: 0.0169   valid/loss: 0.2645   train/acc: 0.9890   valid/acc: 0.8421
Epoch 89:   train/loss: 0.0606   valid/loss: 0.2621   train/acc: 0.9780   valid/acc: 0.8421
Epoch 90:   train/loss: 0.0274   valid/loss: 0.2587   train/acc: 0.9890   valid/acc: 0.8947
Epoch 91:   train/loss: 0.0334   valid/loss: 0.2518   train/acc: 0.9890   valid/acc: 0.8947
Epoch 92:   train/loss: 0.0253   valid/loss: 0.2522   train/acc: 0.9890   valid/acc: 0.8947
Epoch 93:   train/loss: 0.0184   valid/loss: 0.2540   train/acc: 0.9890   valid/acc: 0.8947
Epoch 94:   train/loss: 0.0527   valid/loss: 0.2367   train/acc: 0.9890   valid/acc: 0.8947
Epoch 95:   train/loss: 0.0158   valid/loss: 0.2381   train/acc: 0.9890   valid/acc: 0.8947
Epoch 96:   train/loss: 0.0361   valid/loss: 0.2360   train/acc: 0.9890   valid/acc: 0.8947
Epoch 97:   train/loss: 0.2568   valid/loss: 0.2168   train/acc: 0.9780   valid/acc: 0.8947
Epoch 98:   train/loss: 0.0368   valid/loss: 0.2081   train/acc: 0.9890   valid/acc: 0.8947
Epoch 99:   train/loss: 0.0544   valid/loss: 0.2032   train/acc: 0.9890   valid/acc: 0.8947
Epoch 100:  train/loss: 0.0404   valid/loss: 0.1996   train/acc: 0.9890   valid/acc: 0.8947
Epoch 101:  train/loss: 0.0675   valid/loss: 0.2010   train/acc: 0.9890   valid/acc: 0.8947
Epoch 102:  train/loss: 0.1554   valid/loss: 0.2109   train/acc: 0.9890   valid/acc: 0.8947
Epoch 103:  train/loss: 0.4563   valid/loss: 0.2062   train/acc: 0.9890   valid/acc: 0.8947
Epoch 104:  train/loss: 0.4673   valid/loss: 0.2059   train/acc: 0.9890   valid/acc: 0.8947
Epoch 105:  train/loss: 0.0505   valid/loss: 0.2035   train/acc: 0.9780   valid/acc: 0.8947
Epoch 106:  train/loss: 0.0091   valid/loss: 0.2074   train/acc: 0.9890   valid/acc: 0.8947
Epoch 107:  train/loss: 0.0465   valid/loss: 0.2055   train/acc: 0.9890   valid/acc: 0.8947
Epoch 108:  train/loss: 0.0166   valid/loss: 0.2071   train/acc: 0.9890   valid/acc: 0.8947
Epoch 109:  train/loss: 0.0339   valid/loss: 0.2127   train/acc: 0.9890   valid/acc: 0.8947
Epoch 110:  train/loss: 0.0274   valid/loss: 0.2135   train/acc: 0.9890   valid/acc: 0.8947
Epoch 111:  train/loss: 0.0448   valid/loss: 0.2155   train/acc: 0.9890   valid/acc: 0.8947
Epoch 112:  train/loss: 0.0435   valid/loss: 0.2159   train/acc: 0.9890   valid/acc: 0.8947
Epoch 113:  train/loss: 0.0410   valid/loss: 0.2213   train/acc: 0.9890   valid/acc: 0.8947
Epoch 114:  train/loss: 0.0274   valid/loss: 0.2177   train/acc: 0.9890   valid/acc: 0.8947
Epoch 115:  train/loss: 0.1628   valid/loss: 0.2219   train/acc: 0.9780   valid/acc: 0.8947
Epoch 116:  train/loss: 0.0743   valid/loss: 0.2166   train/acc: 0.9780   valid/acc: 0.8947
Epoch 117:  train/loss: 0.0207   valid/loss: 0.2087   train/acc: 0.9780   valid/acc: 0.8947
Epoch 118:  train/loss: 0.0427   valid/loss: 0.2103   train/acc: 0.9890   valid/acc: 0.8947
Epoch 119:  train/loss: 0.0129   valid/loss: 0.2052   train/acc: 0.9780   valid/acc: 0.8947
Epoch 120:  train/loss: 0.0141   valid/loss: 0.2111   train/acc: 0.9890   valid/acc: 0.8947

Training completed!

* Test Results *
------------------------------
Accuracy: 50.00%
------------------------------
