Functions
Definitions
NumpyModel
Initialize the trainer
Dataset

Training ..
2024-09-01 01:32:17.632838: E external/xla/xla/service/slow_operation_alarm.cc:133] The operation took 11m57.620778s

********************************
[Compiling module jit_diagram_output] Slow compile? XLA was built without compiler optimizations, which can be slow. Try rebuilding with -c opt.
********************************
Epoch 1:    train/loss: 0.6956   valid/loss: 0.8798   train/acc: 0.5385   valid/acc: 0.5263
Epoch 28:   train/loss: 0.3564   valid/loss: 0.4178   train/acc: 0.9231   valid/acc: 0.7895
Epoch 29:   train/loss: 0.1329   valid/loss: 0.3558   train/acc: 0.9231   valid/acc: 0.7895
Epoch 30:   train/loss: 0.2297   valid/loss: 0.4304   train/acc: 0.9011   valid/acc: 0.7895
Epoch 31:   train/loss: 0.4779   valid/loss: 0.3841   train/acc: 0.9121   valid/acc: 0.7895
Epoch 32:   train/loss: 0.1727   valid/loss: 0.4193   train/acc: 0.8791   valid/acc: 0.7895
Epoch 33:   train/loss: 0.4499   valid/loss: 0.4950   train/acc: 0.8901   valid/acc: 0.8421
Epoch 34:   train/loss: 0.5451   valid/loss: 0.3529   train/acc: 0.9121   valid/acc: 0.7895
Epoch 35:   train/loss: 0.6065   valid/loss: 0.4790   train/acc: 0.8242   valid/acc: 0.7368
Epoch 36:   train/loss: 0.0486   valid/loss: 0.3819   train/acc: 0.9011   valid/acc: 0.7895
Epoch 37:   train/loss: 0.2920   valid/loss: 0.5128   train/acc: 0.8901   valid/acc: 0.7895
Epoch 38:   train/loss: 0.2791   valid/loss: 0.4940   train/acc: 0.8791   valid/acc: 0.7895
Epoch 39:   train/loss: 0.2970   valid/loss: 0.2926   train/acc: 0.8791   valid/acc: 0.8421
Epoch 40:   train/loss: 0.4333   valid/loss: 0.2733   train/acc: 0.9121   valid/acc: 0.8421
Epoch 41:   train/loss: 0.2380   valid/loss: 0.2876   train/acc: 0.9121   valid/acc: 0.7895
Epoch 42:   train/loss: 0.3020   valid/loss: 0.2959   train/acc: 0.9011   valid/acc: 0.7895
Epoch 43:   train/loss: 0.3946   valid/loss: 0.3223   train/acc: 0.9121   valid/acc: 0.7895
Epoch 44:   train/loss: 0.2564   valid/loss: 0.2759   train/acc: 0.8791   valid/acc: 0.7895
Epoch 45:   train/loss: 0.1641   valid/loss: 0.2941   train/acc: 0.9451   valid/acc: 0.7895
Epoch 46:   train/loss: 0.1539   valid/loss: 0.3097   train/acc: 0.9231   valid/acc: 0.7895
Epoch 47:   train/loss: 0.1932   valid/loss: 0.3467   train/acc: 0.8901   valid/acc: 0.7895
Epoch 48:   train/loss: 0.1245   valid/loss: 0.2964   train/acc: 0.9121   valid/acc: 0.7895
Epoch 49:   train/loss: 0.3482   valid/loss: 0.2841   train/acc: 0.9121   valid/acc: 0.7895
Epoch 50:   train/loss: 0.0793   valid/loss: 0.2525   train/acc: 0.9560   valid/acc: 0.7895
Epoch 51:   train/loss: 0.0598   valid/loss: 0.2477   train/acc: 0.8681   valid/acc: 0.8947
Epoch 52:   train/loss: 0.2199   valid/loss: 0.1907   train/acc: 0.9121   valid/acc: 0.8947
Epoch 53:   train/loss: 0.3246   valid/loss: 0.1878   train/acc: 0.8901   valid/acc: 0.8947
Epoch 54:   train/loss: 0.3242   valid/loss: 0.2005   train/acc: 0.9451   valid/acc: 0.8947
Epoch 55:   train/loss: 0.3054   valid/loss: 0.1862   train/acc: 0.9451   valid/acc: 0.9474
Epoch 56:   train/loss: 0.1822   valid/loss: 0.1825   train/acc: 0.9670   valid/acc: 0.9474
Epoch 57:   train/loss: 0.6315   valid/loss: 0.1691   train/acc: 0.9121   valid/acc: 0.9474
Epoch 58:   train/loss: 0.1983   valid/loss: 0.1604   train/acc: 0.8901   valid/acc: 1.0000
Epoch 59:   train/loss: 0.1504   valid/loss: 0.1583   train/acc: 0.9670   valid/acc: 0.8947
Epoch 60:   train/loss: 0.2469   valid/loss: 0.1599   train/acc: 0.9011   valid/acc: 0.9474
Epoch 61:   train/loss: 0.1963   valid/loss: 0.1557   train/acc: 0.9341   valid/acc: 0.9474
Epoch 62:   train/loss: 0.3719   valid/loss: 0.1562   train/acc: 0.9231   valid/acc: 0.8947
Epoch 63:   train/loss: 0.1371   valid/loss: 0.1716   train/acc: 0.9670   valid/acc: 0.8947
Epoch 64:   train/loss: 0.1304   valid/loss: 0.1610   train/acc: 0.9560   valid/acc: 0.8947
Epoch 65:   train/loss: 0.1744   valid/loss: 0.1627   train/acc: 0.9670   valid/acc: 0.9474
Epoch 66:   train/loss: 0.2356   valid/loss: 0.1555   train/acc: 0.9231   valid/acc: 0.8947
Epoch 67:   train/loss: 0.1109   valid/loss: 0.1423   train/acc: 0.9231   valid/acc: 0.9474
Epoch 68:   train/loss: 0.3666   valid/loss: 0.1436   train/acc: 0.9670   valid/acc: 0.9474
Epoch 69:   train/loss: 0.0991   valid/loss: 0.1067   train/acc: 0.9341   valid/acc: 1.0000
Epoch 70:   train/loss: 0.5267   valid/loss: 0.0994   train/acc: 0.9451   valid/acc: 1.0000
Epoch 71:   train/loss: 0.0798   valid/loss: 0.1140   train/acc: 0.9780   valid/acc: 1.0000
Epoch 72:   train/loss: 0.0716   valid/loss: 0.1138   train/acc: 0.9451   valid/acc: 1.0000
Epoch 73:   train/loss: 0.1292   valid/loss: 0.1155   train/acc: 0.9560   valid/acc: 0.9474
Epoch 74:   train/loss: 0.0914   valid/loss: 0.1352   train/acc: 0.9560   valid/acc: 0.9474
Epoch 75:   train/loss: 0.1816   valid/loss: 0.1295   train/acc: 0.9560   valid/acc: 0.9474
Epoch 76:   train/loss: 0.1760   valid/loss: 0.1246   train/acc: 0.9670   valid/acc: 0.9474
Epoch 77:   train/loss: 0.2059   valid/loss: 0.1373   train/acc: 0.9231   valid/acc: 0.8947
Epoch 78:   train/loss: 0.1825   valid/loss: 0.1447   train/acc: 0.9451   valid/acc: 0.8947
Epoch 79:   train/loss: 0.1925   valid/loss: 0.1256   train/acc: 0.9780   valid/acc: 0.9474
Epoch 80:   train/loss: 0.0757   valid/loss: 0.1321   train/acc: 0.9890   valid/acc: 0.8947
Epoch 81:   train/loss: 0.1305   valid/loss: 0.1305   train/acc: 0.9341   valid/acc: 0.8947
Epoch 82:   train/loss: 0.0911   valid/loss: 0.1300   train/acc: 0.9670   valid/acc: 0.8947
Epoch 83:   train/loss: 0.1438   valid/loss: 0.1411   train/acc: 0.9451   valid/acc: 0.9474
Epoch 84:   train/loss: 0.1127   valid/loss: 0.1428   train/acc: 0.9560   valid/acc: 0.9474
Epoch 85:   train/loss: 0.1165   valid/loss: 0.1483   train/acc: 0.9780   valid/acc: 0.8947
Epoch 86:   train/loss: 0.1120   valid/loss: 0.1463   train/acc: 0.9670   valid/acc: 0.8947
Epoch 87:   train/loss: 0.0851   valid/loss: 0.1531   train/acc: 0.9341   valid/acc: 0.8947
Epoch 88:   train/loss: 0.1593   valid/loss: 0.1405   train/acc: 0.9890   valid/acc: 0.9474
Epoch 89:   train/loss: 0.0680   valid/loss: 0.1493   train/acc: 0.9121   valid/acc: 0.8947
Epoch 90:   train/loss: 0.0915   valid/loss: 0.1383   train/acc: 0.9231   valid/acc: 0.9474
Epoch 91:   train/loss: 0.0685   valid/loss: 0.1284   train/acc: 0.9670   valid/acc: 0.9474
Epoch 92:   train/loss: 0.1183   valid/loss: 0.1210   train/acc: 0.9451   valid/acc: 0.9474
Epoch 93:   train/loss: 0.1682   valid/loss: 0.1215   train/acc: 0.9780   valid/acc: 0.9474
Epoch 94:   train/loss: 0.1056   valid/loss: 0.1158   train/acc: 0.9780   valid/acc: 0.9474
Epoch 95:   train/loss: 0.2250   valid/loss: 0.1226   train/acc: 0.9780   valid/acc: 0.9474
Epoch 96:   train/loss: 0.1040   valid/loss: 0.1242   train/acc: 0.9780   valid/acc: 0.9474
Epoch 97:   train/loss: 0.2997   valid/loss: 0.0972   train/acc: 0.9780   valid/acc: 0.9474
Epoch 98:   train/loss: 0.0878   valid/loss: 0.0935   train/acc: 0.9780   valid/acc: 0.9474
Epoch 99:   train/loss: 0.2077   valid/loss: 0.0797   train/acc: 0.9890   valid/acc: 1.0000
Epoch 100:  train/loss: 0.0864   valid/loss: 0.0760   train/acc: 0.9670   valid/acc: 1.0000
Epoch 101:  train/loss: 0.2563   valid/loss: 0.0780   train/acc: 0.9670   valid/acc: 1.0000
Epoch 102:  train/loss: 0.1820   valid/loss: 0.0786   train/acc: 0.9560   valid/acc: 1.0000
Epoch 103:  train/loss: 0.2286   valid/loss: 0.0774   train/acc: 0.9341   valid/acc: 1.0000
Epoch 104:  train/loss: 0.0759   valid/loss: 0.0794   train/acc: 0.9780   valid/acc: 1.0000
Epoch 105:  train/loss: 0.1198   valid/loss: 0.0826   train/acc: 0.9670   valid/acc: 0.9474
Epoch 106:  train/loss: 0.1762   valid/loss: 0.0823   train/acc: 0.9780   valid/acc: 0.9474
Epoch 107:  train/loss: 0.2204   valid/loss: 0.0835   train/acc: 0.9780   valid/acc: 0.9474
Epoch 108:  train/loss: 0.1134   valid/loss: 0.0909   train/acc: 0.9780   valid/acc: 0.9474
Epoch 109:  train/loss: 0.1469   valid/loss: 0.0971   train/acc: 0.9890   valid/acc: 0.9474
Epoch 110:  train/loss: 0.1023   valid/loss: 0.0960   train/acc: 0.9341   valid/acc: 0.9474
Epoch 111:  train/loss: 0.0710   valid/loss: 0.1032   train/acc: 0.9890   valid/acc: 0.9474
Epoch 112:  train/loss: 0.1623   valid/loss: 0.0867   train/acc: 0.9451   valid/acc: 1.0000
Epoch 113:  train/loss: 0.0562   valid/loss: 0.0905   train/acc: 0.9780   valid/acc: 1.0000
Epoch 114:  train/loss: 0.1425   valid/loss: 0.0893   train/acc: 0.9670   valid/acc: 1.0000
Epoch 115:  train/loss: 0.0877   valid/loss: 0.0824   train/acc: 0.9560   valid/acc: 1.0000
Epoch 116:  train/loss: 0.1260   valid/loss: 0.0936   train/acc: 0.9890   valid/acc: 1.0000
Epoch 117:  train/loss: 0.1171   valid/loss: 0.0996   train/acc: 0.9670   valid/acc: 1.0000
Epoch 118:  train/loss: 0.1174   valid/loss: 0.1022   train/acc: 0.9670   valid/acc: 1.0000
Epoch 119:  train/loss: 0.1833   valid/loss: 0.1005   train/acc: 0.9780   valid/acc: 1.0000
Epoch 120:  train/loss: 0.0502   valid/loss: 0.0987   train/acc: 0.9560   valid/acc: 1.0000

Training completed!


* Test Results *
------------------------------
Accuracy: 55.00%
------------------------------
